,38.29,38.29.1,38.29.2,38.29.3,38.29.4,38.29.5,38.66,38.66.1,38.66.2,38.66.3,1
1132,2.07,2.07,2.07,2.07,2.07,1.65,2.07,1.65,2.07,2.07,-1
1133,2.07,1.65,2.07,1.65,2.07,2.07,1.65,2.07,1.65,2.07,-1
1134,1.65,2.07,1.65,2.07,2.07,2.07,1.65,2.07,2.07,2.07,-1
1135,2.07,2.07,1.65,1.65,2.07,2.07,1.65,2.07,1.65,2.07,-1
1136,2.07,2.07,1.65,1.65,1.65,2.07,2.07,1.65,2.07,1.65,-1
1137,2.07,2.07,1.65,1.65,2.07,2.07,1.65,2.07,1.65,1.65,-1
1138,2.07,1.65,1.65,1.65,1.65,1.65,1.65,1.65,2.07,1.65,-1
1139,1.65,1.65,2.07,1.65,2.07,1.65,1.65,2.07,2.07,2.07,-1
1140,2.07,2.07,1.65,1.65,1.65,1.65,2.07,1.65,2.07,1.65,-1
1141,1.65,1.65,2.07,2.07,2.07,2.07,1.65,1.65,2.07,2.07,-1
1142,2.07,2.07,2.07,2.07,2.07,1.65,1.65,2.07,2.07,1.65,-1
1143,2.07,1.65,2.07,2.07,2.07,1.65,1.65,1.65,2.07,2.07,-1
1144,2.07,1.65,1.65,1.65,2.07,1.65,1.65,1.65,2.07,1.65,-1
1145,2.07,1.65,2.07,1.65,1.65,2.07,2.07,1.65,2.07,2.07,-1
1146,2.07,2.07,2.07,1.65,1.65,2.07,1.65,1.65,1.65,2.07,-1
1147,1.65,2.07,2.07,2.07,2.07,1.65,2.07,1.65,2.07,2.07,-1
1149,1.65,2.07,1.65,2.07,2.07,2.07,1.65,1.65,1.65,2.07,-1
1150,2.07,1.65,2.07,1.65,1.65,2.07,1.65,2.07,2.07,1.65,-1
1151,2.07,2.07,1.65,2.07,2.07,2.07,2.07,1.65,2.07,2.07,-1
1152,2.07,2.07,2.07,1.65,1.65,1.65,1.65,1.65,2.07,2.07,-1
1153,2.07,1.65,2.07,2.07,1.65,2.07,1.65,2.07,1.65,1.65,-1
1154,1.65,2.07,1.65,1.65,2.07,2.07,2.07,1.65,1.65,1.65,-1
1155,1.65,2.07,1.65,2.07,1.65,2.07,1.65,1.65,2.07,1.65,-1
1156,1.65,2.07,1.65,1.65,1.65,1.65,2.07,2.07,2.07,2.07,-1
1157,2.07,2.07,1.65,2.07,2.07,2.07,1.65,2.07,2.07,1.65,-1
1158,1.65,2.07,1.65,1.65,2.07,1.65,2.07,1.65,2.07,2.07,-1
1159,2.07,2.07,1.65,2.07,1.65,2.07,1.65,1.65,2.07,2.07,-1
1161,2.07,2.07,2.07,2.07,1.65,2.07,2.07,2.07,1.65,1.65,-1
1162,2.07,1.65,2.07,1.65,2.07,1.65,1.65,1.65,2.07,1.65,-1
1163,2.07,2.07,2.07,2.07,2.07,2.07,1.65,2.07,2.07,1.65,-1
1164,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,1.65,1.65,-1
1165,2.07,2.07,2.07,2.07,2.07,1.65,2.07,1.65,1.65,2.07,-1
1166,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,1.65,-1
1167,2.07,2.07,2.07,2.07,1.65,2.07,1.65,2.07,1.65,1.65,-1
1168,1.65,1.65,1.65,1.65,1.65,1.65,1.65,1.65,2.07,1.65,-1
1169,2.07,2.07,2.07,1.65,2.07,1.65,2.07,2.07,2.07,2.07,-1
1170,1.65,2.07,1.65,2.07,1.65,2.07,2.07,2.07,2.07,2.07,-1
1171,2.07,1.65,2.07,2.07,2.07,1.65,2.07,2.07,2.07,2.07,-1
1173,2.07,2.07,2.07,2.07,2.07,1.65,2.07,1.65,1.65,1.65,-1
1174,2.07,2.07,2.07,2.07,1.65,1.65,2.07,2.07,2.07,1.65,-1
1175,1.65,1.65,2.07,1.65,2.07,1.65,2.07,1.65,2.07,2.07,-1
1176,2.07,2.07,2.07,2.07,2.07,1.65,1.65,2.07,2.07,2.07,-1
1178,1.65,2.07,1.65,1.65,1.65,2.07,2.07,2.07,2.07,2.07,-1
1179,1.65,2.07,2.07,1.65,1.65,2.07,1.65,2.07,2.07,1.65,-1
1180,2.07,1.65,2.07,2.07,1.65,2.07,2.07,1.65,1.65,1.65,-1
1181,1.65,2.07,2.07,1.65,1.65,2.07,1.65,1.65,2.07,2.07,-1
1182,2.07,1.65,1.65,1.65,1.65,1.65,2.07,1.65,1.65,2.07,-1
1183,1.65,1.65,2.07,2.07,2.07,2.07,1.65,2.07,2.07,1.65,-1
1184,2.07,1.65,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,-1
1186,2.07,2.07,2.07,1.65,2.07,2.07,1.65,2.07,2.07,1.65,-1
1188,2.07,2.07,1.65,2.07,2.07,2.07,2.07,2.07,1.65,2.07,-1
1189,2.07,2.07,2.07,1.65,2.07,1.65,1.65,1.65,2.07,1.65,-1
1190,2.07,1.65,2.07,2.07,2.07,1.65,2.07,2.07,2.07,1.65,-1
1194,1.65,2.07,2.07,1.65,2.07,1.65,1.65,2.07,2.07,2.07,-1
1196,1.65,2.07,2.07,2.07,1.65,2.07,2.07,2.07,2.07,2.07,-1
1198,2.07,2.07,1.65,1.65,2.07,1.65,2.07,1.65,1.65,2.07,-1
1199,2.07,2.07,2.07,2.07,2.07,2.07,1.65,1.65,1.65,2.07,-1
1200,1.65,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,1.65,-1
1201,1.65,1.65,1.65,2.07,2.07,1.65,1.65,1.65,2.07,1.65,-1
1202,1.65,1.65,2.07,1.65,2.07,1.65,1.65,1.65,2.07,2.07,-1
1203,2.07,2.07,1.65,2.07,2.07,2.07,1.65,2.07,2.07,2.07,-1
1205,1.65,2.07,2.07,2.07,2.07,1.65,2.07,2.07,2.07,1.65,-1
1207,1.65,2.07,2.07,1.65,2.07,2.07,1.65,2.07,2.07,2.07,-1
1208,1.65,1.65,1.65,2.07,1.65,1.65,2.07,1.65,2.07,2.07,-1
1210,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,1.65,2.07,-1
1211,2.07,1.65,2.07,2.07,1.65,2.07,2.07,2.07,2.07,1.65,-1
1212,1.65,2.07,2.07,2.07,1.65,2.07,1.65,1.65,2.07,2.07,-1
1214,2.07,2.07,2.07,2.07,2.07,2.07,2.07,1.65,2.07,2.07,-1
1216,2.07,1.65,2.07,2.07,1.65,2.07,1.65,1.65,2.07,1.65,-1
1217,2.07,1.65,2.07,1.65,2.07,2.07,2.07,2.07,1.65,2.07,-1
1218,2.07,2.07,2.07,2.07,2.07,2.07,2.07,1.65,1.65,1.65,-1
1221,1.65,1.65,2.07,2.07,2.07,2.07,1.65,1.65,1.65,1.65,-1
1222,2.07,2.07,2.07,1.65,1.65,1.65,1.65,1.65,2.07,1.65,-1
1223,1.65,2.07,1.65,2.07,1.65,2.07,2.07,1.65,2.07,2.07,-1
1224,2.07,2.07,2.07,1.65,2.07,1.65,2.07,2.07,1.65,2.07,-1
1225,1.65,1.65,2.07,2.07,1.65,2.07,2.07,1.65,2.07,2.07,-1
1226,2.07,2.07,2.07,1.65,1.65,2.07,1.65,2.07,2.07,2.07,-1
1227,2.07,2.07,2.07,1.65,2.07,2.07,2.07,2.07,2.07,2.07,-1
1228,1.65,2.07,1.65,2.07,1.65,2.07,2.07,2.07,2.07,1.65,-1
1229,2.07,1.65,1.65,1.65,2.07,1.65,1.65,2.07,2.07,2.07,-1
1230,1.65,1.65,1.65,2.07,1.65,2.07,1.65,2.07,1.65,1.65,-1
1231,1.65,2.07,2.07,1.65,2.07,1.65,2.07,2.07,2.07,2.07,-1
1233,2.07,2.07,2.07,2.07,2.07,2.07,1.65,1.65,2.07,2.07,-1
1235,2.07,2.07,1.65,2.07,2.07,2.07,2.07,2.07,1.65,1.65,-1
1236,2.07,2.07,1.65,2.07,1.65,2.07,2.07,2.07,2.07,2.07,-1
1237,2.07,2.07,2.07,2.07,2.07,1.65,1.65,1.65,2.07,2.07,-1
1242,2.07,1.65,1.65,1.65,2.07,2.07,2.07,2.07,2.07,2.07,-1
1244,2.07,1.65,2.07,1.65,2.07,2.07,2.07,2.07,2.07,2.07,-1
1245,1.65,2.07,2.07,2.07,2.07,2.07,2.07,1.65,2.07,1.65,-1
1246,2.07,1.65,2.07,1.65,2.07,2.07,1.65,1.65,1.65,1.65,-1
1247,1.65,2.07,2.07,2.07,2.07,2.07,2.07,1.65,2.07,2.07,-1
1248,1.65,1.65,2.07,1.65,1.65,2.07,1.65,2.07,1.65,2.07,-1
1250,2.07,2.07,1.65,1.65,2.07,1.65,1.65,1.65,2.07,1.65,-1
1251,1.65,1.65,1.65,1.65,1.65,2.07,2.07,2.07,1.65,2.07,-1
1252,2.07,1.65,1.65,2.07,1.65,2.07,1.65,1.65,2.07,1.65,-1
1254,2.07,1.65,2.07,1.65,1.65,2.07,1.65,1.65,1.65,1.65,-1
1255,1.65,2.07,1.65,2.07,1.65,1.65,2.07,1.65,1.65,2.07,-1
1256,1.65,2.07,1.65,1.65,1.65,1.65,2.07,1.65,2.07,1.65,-1
1257,1.65,1.65,1.65,2.07,1.65,2.07,2.07,2.07,2.07,1.65,-1
1258,1.65,1.65,2.07,1.65,2.07,2.07,1.65,1.65,2.07,2.07,-1
1259,1.65,1.65,2.07,2.07,2.07,1.65,2.07,1.65,1.65,1.65,-1
1261,1.65,1.65,2.07,1.65,2.07,1.65,1.65,1.65,2.07,1.65,-1
1262,1.65,2.07,2.07,2.07,1.65,1.65,1.65,1.65,2.07,2.07,-1
1263,2.07,1.65,2.07,2.07,2.07,2.07,2.07,1.65,2.07,1.65,-1
1264,1.65,2.07,2.07,2.07,1.65,2.07,2.07,2.07,1.65,1.65,-1
1265,1.65,2.07,2.07,1.65,1.65,2.07,2.07,2.07,2.07,2.07,-1
1268,1.65,2.07,2.07,2.07,2.07,2.07,2.07,2.07,1.65,1.65,-1
1269,2.07,1.65,2.07,2.07,2.07,2.07,2.07,1.65,2.07,2.07,-1
1270,2.07,2.07,2.07,1.65,1.65,2.07,2.07,2.07,1.65,2.07,-1
1274,1.65,2.07,2.07,2.07,2.07,1.65,2.07,2.07,1.65,1.65,-1
1275,2.07,2.07,2.07,1.65,2.07,2.07,2.07,1.65,2.07,2.07,-1
1276,2.07,2.07,2.07,1.65,1.65,2.07,2.07,2.07,2.07,1.65,-1
1277,1.72,1.72,1.72,1.72,1.72,1.72,1.72,1.72,1.72,1.72,-1
1477,55.17,55.17,55.17,55.17,55.17,55.17,55.17,55.17,55.17,55.17,1
1677,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,1
1877,78.57,78.57,78.57,78.57,78.57,78.57,78.57,78.57,78.57,78.57,1
1881,78.99,78.57,78.57,78.57,78.57,78.57,78.57,78.57,78.57,78.57,1
1893,78.57,78.99,78.57,78.57,78.57,78.57,78.57,78.57,78.57,78.57,1
1903,78.57,78.57,78.57,78.57,78.99,78.57,78.57,78.57,78.57,78.57,1
1906,78.57,78.57,78.57,78.57,78.57,78.57,78.57,78.99,78.57,78.57,1
1923,78.99,78.57,78.57,78.57,78.99,78.57,78.57,78.57,78.57,78.57,1
1934,78.57,78.57,78.57,78.57,78.57,78.57,78.57,78.57,78.99,78.57,1
1957,78.57,78.57,78.57,78.57,78.57,78.57,78.99,78.57,78.57,78.57,1
2022,78.57,78.57,78.57,78.57,78.57,78.99,78.57,78.57,78.57,78.57,1
2048,78.57,78.57,78.99,78.57,78.57,78.57,78.57,78.57,78.57,78.57,1
2077,81.06,81.06,81.06,81.06,81.06,81.06,81.06,81.06,81.06,81.06,1
2079,81.06,81.06,81.06,81.06,81.06,81.06,81.06,81.06,81.06,80.62,1
2080,81.06,81.06,80.62,80.62,80.62,81.06,81.06,81.06,81.06,81.06,1
2081,81.06,81.06,80.62,81.06,81.06,81.06,81.06,81.06,80.62,80.62,1
2082,80.62,81.06,81.06,81.06,81.06,81.06,81.06,81.06,81.06,81.06,1
2085,81.06,81.06,81.06,81.06,81.06,80.62,81.06,81.06,81.06,81.06,1
2086,81.06,81.06,81.06,81.06,81.06,81.06,81.06,80.62,80.62,81.06,1
2087,81.06,81.06,81.06,81.06,81.06,81.06,81.06,80.62,81.06,81.06,1
2089,81.06,81.06,81.06,81.06,81.06,81.06,81.06,81.06,80.62,81.06,1
2095,81.06,81.06,81.06,81.06,81.06,81.06,80.62,81.06,81.06,81.06,1
2096,81.06,81.06,80.62,81.06,81.06,81.06,81.06,81.06,81.06,81.06,1
2115,81.06,81.06,81.06,81.06,80.62,81.06,81.06,81.06,81.06,81.06,1
2118,81.06,80.62,81.06,81.06,81.06,81.06,81.06,81.06,81.06,81.06,1
2126,81.06,81.06,81.06,80.62,81.06,81.06,81.06,81.06,81.06,81.06,1
2156,81.06,81.06,81.06,81.06,81.06,81.06,80.62,80.62,81.06,81.06,1
2233,81.06,81.06,81.06,81.06,81.06,80.62,81.06,80.62,81.06,81.06,1
2236,81.06,81.06,81.06,81.06,80.62,81.06,81.06,80.62,81.06,81.06,1
2258,81.06,81.06,81.06,80.62,81.06,81.06,80.62,81.06,81.06,81.06,1
2275,80.62,81.06,80.62,81.06,81.06,81.06,81.06,81.06,81.06,81.06,1
2277,84.21,84.21,84.21,84.21,84.21,84.21,84.21,84.21,84.21,84.21,1
2278,84.21,84.21,84.21,84.65,84.21,84.21,84.21,84.21,84.21,84.21,1
2281,84.21,84.21,84.65,84.21,84.21,84.65,84.21,84.21,84.21,84.21,1
2282,84.21,84.21,84.21,84.21,84.21,84.21,84.65,84.65,84.21,84.21,1
2283,84.21,84.21,84.21,84.21,84.21,84.21,84.21,84.21,84.21,84.65,1
2285,84.21,84.21,84.21,84.65,84.21,84.65,84.21,84.21,84.21,84.65,1
2288,84.21,84.65,84.65,84.65,84.21,84.21,84.21,84.21,84.65,84.21,1
2289,84.21,84.21,84.21,84.21,84.21,84.65,84.21,84.65,84.21,84.65,1
2290,84.21,84.65,84.21,84.21,84.21,84.21,84.21,84.21,84.21,84.21,1
2292,84.21,84.21,84.21,84.21,84.65,84.21,84.21,84.21,84.21,84.65,1
2293,84.21,84.21,84.21,84.21,84.21,84.21,84.65,84.21,84.65,84.21,1
2294,84.21,84.65,84.21,84.21,84.21,84.65,84.21,84.65,84.21,84.21,1
2295,84.65,84.65,84.21,84.65,84.21,84.21,84.65,84.65,84.21,84.21,1
2296,84.21,84.21,84.65,84.21,84.21,84.21,84.21,84.21,84.21,84.21,1
2297,84.21,84.65,84.65,84.21,84.21,84.21,84.21,84.21,84.21,84.65,1
2300,84.65,84.21,84.21,84.21,84.21,84.21,84.21,84.65,84.21,84.21,1
2301,84.21,84.21,84.21,84.65,84.21,84.21,84.21,84.21,84.65,84.65,1
2302,84.65,84.21,84.21,84.65,84.21,84.21,84.21,84.65,84.21,84.21,1
2303,84.65,84.21,84.21,84.21,84.21,84.21,84.65,84.21,84.21,84.21,1
2305,84.21,84.21,84.21,84.21,84.21,84.21,84.65,84.21,84.21,84.21,1
2306,84.21,84.21,84.65,84.21,84.21,84.21,84.21,84.21,84.65,84.21,1
2309,84.21,84.21,84.21,84.21,84.65,84.21,84.21,84.21,84.21,84.21,1
2310,84.65,84.21,84.21,84.21,84.21,84.21,84.21,84.65,84.65,84.21,1
2311,84.21,84.21,84.21,84.21,84.21,84.65,84.21,84.21,84.21,84.65,1
2312,84.65,84.65,84.21,84.21,84.21,84.21,84.21,84.21,84.21,84.21,1
2314,84.21,84.21,84.21,84.21,84.21,84.21,84.21,84.21,84.65,84.21,1
2315,84.21,84.65,84.21,84.21,84.21,84.65,84.21,84.21,84.21,84.21,1
2321,84.21,84.21,84.21,84.21,84.21,84.65,84.21,84.65,84.21,84.21,1
2323,84.65,84.21,84.21,84.21,84.21,84.21,84.21,84.21,84.21,84.21,1
2325,84.21,84.21,84.21,84.21,84.21,84.21,84.21,84.65,84.21,84.21,1
2328,84.21,84.21,84.21,84.21,84.21,84.65,84.21,84.21,84.21,84.21,1
2331,84.21,84.21,84.21,84.21,84.21,84.65,84.65,84.21,84.21,84.21,1
2332,84.65,84.21,84.21,84.21,84.21,84.21,84.21,84.21,84.65,84.65,1
2336,84.65,84.65,84.21,84.21,84.21,84.21,84.21,84.65,84.21,84.21,1
2343,84.21,84.21,84.65,84.21,84.65,84.21,84.21,84.21,84.21,84.21,1
2351,84.21,84.21,84.21,84.21,84.65,84.21,84.65,84.21,84.21,84.21,1
2362,84.65,84.21,84.21,84.21,84.65,84.21,84.21,84.21,84.21,84.21,1
2372,84.21,84.65,84.21,84.21,84.65,84.21,84.21,84.21,84.21,84.21,1
2373,84.21,84.65,84.21,84.65,84.21,84.21,84.21,84.21,84.21,84.21,1
2374,84.21,84.21,84.21,84.21,84.65,84.21,84.21,84.65,84.21,84.21,1
2378,84.21,84.21,84.21,84.65,84.21,84.21,84.21,84.21,84.65,84.21,1
2383,84.21,84.21,84.21,84.21,84.65,84.21,84.65,84.21,84.21,84.65,1
2385,84.21,84.21,84.65,84.65,84.21,84.65,84.21,84.21,84.21,84.21,1
2388,84.21,84.21,84.65,84.21,84.65,84.21,84.65,84.21,84.21,84.21,1
2389,84.21,84.21,84.21,84.21,84.21,84.65,84.21,84.21,84.65,84.21,1
2394,84.21,84.21,84.65,84.21,84.65,84.21,84.21,84.21,84.65,84.21,1
2397,84.21,84.21,84.21,84.65,84.21,84.21,84.21,84.65,84.21,84.21,1
2401,84.21,84.21,84.65,84.21,84.21,84.65,84.21,84.21,84.21,84.65,1
2402,84.21,84.21,84.65,84.21,84.21,84.21,84.65,84.21,84.21,84.21,1
2404,84.21,84.21,84.21,84.21,84.21,84.21,84.21,84.21,84.65,84.65,1
2405,84.65,84.21,84.21,84.65,84.21,84.65,84.21,84.21,84.21,84.21,1
2407,84.65,84.21,84.21,84.21,84.65,84.21,84.21,84.21,84.21,84.65,1
2408,84.21,84.21,84.65,84.21,84.21,84.21,84.21,84.21,84.21,84.65,1
2412,84.21,84.21,84.65,84.21,84.65,84.65,84.21,84.21,84.65,84.21,1
2418,84.21,84.65,84.21,84.21,84.65,84.21,84.21,84.21,84.65,84.21,1
2419,84.21,84.65,84.21,84.21,84.21,84.65,84.65,84.65,84.21,84.21,1
2422,84.65,84.21,84.21,84.65,84.21,84.21,84.21,84.21,84.65,84.21,1
2423,84.65,84.21,84.21,84.21,84.65,84.21,84.21,84.21,84.65,84.21,1
2425,84.21,84.21,84.21,84.21,84.65,84.65,84.21,84.21,84.65,84.21,1
2428,84.21,84.65,84.21,84.65,84.21,84.21,84.21,84.65,84.65,84.21,1
2433,84.65,84.21,84.21,84.65,84.21,84.21,84.21,84.21,84.21,84.65,1
2436,84.21,84.21,84.21,84.21,84.21,84.21,84.21,84.65,84.21,84.65,1
2438,84.21,84.21,84.21,84.65,84.21,84.65,84.65,84.21,84.21,84.21,1
2440,84.21,84.21,84.21,84.21,84.65,84.21,84.21,84.21,84.65,84.21,1
2441,84.21,84.21,84.21,84.65,84.65,84.21,84.21,84.21,84.21,84.21,1
2443,84.65,84.65,84.21,84.21,84.21,84.21,84.21,84.21,84.65,84.65,1
2444,84.21,84.65,84.21,84.21,84.21,84.21,84.21,84.65,84.21,84.21,1
2445,84.65,84.21,84.21,84.65,84.65,84.21,84.21,84.65,84.21,84.21,1
2446,84.21,84.21,84.65,84.21,84.21,84.21,84.21,84.65,84.21,84.21,1
2451,84.21,84.21,84.21,84.65,84.65,84.21,84.65,84.21,84.21,84.21,1
2452,84.21,84.21,84.21,84.65,84.21,84.65,84.21,84.21,84.21,84.21,1
2455,84.65,84.21,84.21,84.21,84.21,84.65,84.21,84.65,84.21,84.21,1
2456,84.65,84.21,84.21,84.21,84.21,84.65,84.21,84.21,84.65,84.21,1
2457,84.65,84.65,84.65,84.21,84.21,84.21,84.65,84.21,84.21,84.21,1
2465,84.65,84.21,84.21,84.21,84.21,84.21,84.21,84.21,84.65,84.21,1
2467,84.21,84.21,84.21,84.21,84.21,84.21,84.21,84.65,84.65,84.21,1
2468,84.65,84.21,84.21,84.21,84.65,84.21,84.21,84.65,84.21,84.21,1
2473,84.21,84.65,84.21,84.21,84.65,84.21,84.21,84.21,84.21,84.65,1
2477,81.02,81.02,81.02,81.02,81.02,81.02,81.02,81.02,81.02,81.02,1
2677,85.19,85.19,85.19,85.19,85.19,85.19,85.19,85.19,85.19,85.19,1
2877,78.74,78.74,78.74,78.74,78.74,78.74,78.74,78.74,78.74,78.74,1
3077,83.33,83.33,83.33,83.33,83.33,83.33,83.33,83.33,83.33,83.33,1
3277,47.82,47.15,46.48,45.47,44.63,43.79,42.62,41.61,40.6,39.6,-1
3278,38.42,37.42,36.41,35.57,34.9,34.06,33.39,32.72,31.88,31.38,-1
3279,30.7,30.37,29.7,29.36,28.69,28.36,27.85,27.52,27.01,26.68,-1
3280,26.34,25.84,25.5,25.0,24.66,24.33,23.99,23.66,23.49,23.15,-1
3281,22.99,22.82,22.48,22.32,22.15,21.98,21.81,21.64,21.48,21.31,-1
3282,21.14,20.97,20.81,20.64,20.47,20.3,20.3,20.13,19.97,19.8,-1
3283,19.8,19.8,19.63,19.46,19.3,19.3,19.13,19.13,18.96,18.79,-1
3284,18.79,18.62,18.62,18.62,18.29,18.46,18.29,18.12,18.12,17.95,-1
3285,17.79,17.79,17.79,17.62,17.45,17.45,17.45,17.45,17.45,17.28,-1
3286,17.28,17.28,17.11,17.11,17.11,17.11,17.11,17.11,16.95,17.11,-1
3287,16.95,16.95,16.95,16.78,16.78,16.78,16.61,16.61,16.61,16.61,-1
3288,16.44,16.44,16.28,16.28,16.28,16.11,16.11,15.94,15.94,15.94,-1
3289,15.77,15.77,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,-1
3290,15.44,15.44,15.44,15.44,15.44,15.44,15.44,15.27,15.44,15.27,-1
3291,15.27,15.27,15.27,15.27,15.1,15.1,15.1,14.93,14.93,14.93,-1
3292,14.93,14.93,14.93,14.93,14.93,14.93,14.93,14.77,14.93,14.93,-1
3293,14.93,14.77,14.93,14.93,14.77,14.77,14.93,14.93,14.77,14.77,-1
3294,14.77,14.77,14.77,14.77,14.77,14.77,14.77,14.77,14.77,14.77,-1
3295,23.15,24.33,25.34,26.34,27.18,28.02,28.69,29.36,30.03,30.54,1
3296,31.04,31.38,31.88,32.21,32.55,32.89,33.05,33.39,33.72,33.89,1
3298,34.23,34.56,34.73,34.9,35.23,35.4,35.57,35.74,36.07,36.07,1
3299,36.41,36.58,36.74,36.91,37.08,37.25,37.42,37.75,37.92,38.09,1
3300,38.26,38.42,38.59,38.76,38.93,39.09,39.26,39.43,39.6,39.93,1
3301,39.93,40.1,40.27,40.44,40.6,40.77,40.94,41.11,41.28,41.44,1
3302,41.61,41.78,41.95,42.11,42.28,42.45,42.45,42.62,42.79,42.95,1
3303,43.12,43.29,43.46,43.62,43.79,43.96,44.13,44.3,44.46,44.46,1
3304,44.63,44.8,44.97,45.13,45.13,45.3,45.47,45.64,45.81,45.97,1
3305,46.14,46.31,46.48,46.48,46.48,46.81,46.81,46.98,47.15,47.15,1
3306,47.48,47.48,47.65,47.82,47.99,47.99,48.15,48.32,48.32,48.49,1
3307,48.66,48.66,48.83,48.99,49.16,49.33,49.33,49.5,49.5,49.66,1
3308,49.83,49.83,49.83,50.0,50.17,50.17,50.34,50.5,50.5,50.67,1
3309,50.67,50.84,50.84,51.01,51.01,51.01,51.17,51.17,51.34,51.51,1
3310,51.51,51.68,51.68,51.85,51.85,52.01,52.01,52.01,52.18,52.18,1
3311,52.18,52.35,52.52,52.52,52.68,52.68,52.85,52.85,52.85,52.85,1
3312,53.02,53.02,53.02,53.02,53.19,53.19,53.36,53.52,53.52,53.52,1
3313,53.52,53.52,53.69,53.52,53.69,53.69,53.69,53.86,53.86,54.03,1
3314,54.03,54.03,54.19,54.19,54.19,54.19,54.19,54.36,54.19,54.36,1
3315,54.36,54.53,54.53,54.7,54.7,54.7,54.7,54.7,54.7,54.87,1
3316,54.19,54.03,54.03,53.86,53.69,53.36,53.36,53.19,53.02,52.85,-1
3318,52.52,52.35,51.85,51.51,51.01,50.34,49.83,49.16,48.32,47.48,-1
3319,46.64,45.97,45.3,44.3,43.46,42.45,41.44,40.27,39.43,38.42,-1
3320,37.58,36.74,35.91,35.23,34.56,33.89,33.39,32.72,32.21,31.54,-1
3321,31.04,30.54,29.87,29.36,28.86,28.52,28.02,27.68,27.35,26.85,-1
3322,26.51,26.17,25.67,25.5,25.0,24.83,24.5,24.33,23.99,23.83,-1
3323,23.66,23.15,22.99,22.82,22.65,22.48,22.15,21.98,21.81,21.64,-1
3324,21.31,21.14,20.97,20.81,20.47,20.3,20.13,19.8,19.63,19.63,-1
3325,19.46,19.3,18.96,18.96,18.79,18.62,18.62,18.46,18.29,18.12,-1
3326,17.95,17.95,17.95,17.79,17.79,17.62,17.45,17.45,17.45,17.28,-1
3327,17.28,17.11,17.11,17.11,16.95,16.95,16.78,16.78,16.78,16.78,-1
3328,16.78,16.61,16.44,16.61,16.61,16.61,16.44,16.44,16.44,16.28,-1
3329,16.28,16.28,16.28,16.11,16.11,16.11,16.11,15.94,15.94,15.94,-1
3330,15.94,15.94,15.77,15.77,15.77,15.77,15.77,15.77,15.6,15.6,-1
3331,15.6,15.6,15.6,15.6,15.44,15.44,15.6,15.6,15.44,15.44,-1
3332,15.44,15.44,15.44,15.44,15.27,15.44,15.27,15.27,15.27,15.27,-1
3333,15.27,15.27,15.27,15.27,15.27,15.1,15.27,15.1,15.1,15.1,-1
3334,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,-1
3335,15.1,15.1,15.1,15.1,15.1,15.1,14.93,14.93,14.93,14.93,-1
3336,26.17,27.18,28.02,28.69,29.36,30.03,30.54,31.21,31.54,32.05,1
3337,32.38,32.89,33.22,33.56,33.89,34.06,34.4,34.56,34.9,35.07,1
3338,35.4,35.57,35.74,36.07,36.24,36.41,36.58,36.74,36.91,36.91,1
3339,37.25,37.42,37.58,37.75,37.92,37.92,38.09,38.42,38.42,38.59,1
3340,38.59,38.76,39.09,39.09,39.26,39.43,39.6,39.77,39.93,40.1,1
3341,40.1,40.27,40.44,40.6,40.6,40.77,40.94,41.11,41.11,41.44,1
3342,41.44,41.61,41.78,41.95,42.11,42.11,42.28,42.28,42.45,42.62,1
3343,42.62,42.95,42.95,43.12,43.29,43.46,43.46,43.62,43.62,43.79,1
3344,43.79,43.96,43.96,44.13,44.3,44.46,44.46,44.63,44.63,44.8,1
3345,44.8,44.8,44.97,44.97,45.13,45.3,45.3,45.47,45.47,45.64,1
3346,45.81,45.81,45.97,45.97,45.97,46.14,46.14,46.31,46.31,46.31,1
3347,46.48,46.64,46.64,46.81,46.81,46.81,46.98,46.98,47.15,47.15,1
3348,47.15,47.32,47.32,47.48,47.48,47.65,47.82,47.82,47.82,47.99,1
3349,47.99,47.99,48.15,48.15,48.32,48.32,48.32,48.49,48.49,48.66,1
3350,48.66,48.66,48.66,48.66,48.66,48.83,48.83,48.83,48.83,48.83,1
3351,48.83,48.99,48.99,48.99,48.99,49.16,49.16,49.16,49.16,49.33,1
3357,49.16,49.33,49.33,49.33,49.5,49.66,49.66,49.66,49.83,49.83,1
3358,50.0,50.0,50.0,50.17,50.17,50.17,50.34,50.5,50.5,50.5,1
3359,50.5,50.5,50.5,50.5,50.5,50.5,50.67,50.67,50.67,51.01,1
3360,51.01,51.01,51.01,51.17,51.17,51.17,51.17,51.17,51.17,51.17,1
3361,51.17,51.17,51.17,51.17,51.01,50.84,50.67,50.5,50.34,50.17,-1
3362,50.0,49.83,49.66,49.66,49.5,49.33,49.16,48.83,48.49,47.99,-1
3363,47.65,47.32,46.81,46.48,45.97,45.47,44.97,44.3,43.62,42.79,-1
